record_id,product_id,category,city,date,Unit_Cost_ngn,Unit_Price_ngn,revenue_ngn,cost_ngn,units_sold
REV0000478,PRD72817,Groceries,ABA,23-04-24,25025.91917,38784.24913,9773630.78,6306531.63,252
REV0000502,PRD42787, Fashion,Onitsha,07-04-24,3059.630286,4156.89598,2036879.03,1499218.84,490
REV0000530,PRD10607,Baby & Kids,Abuja,06-04-24,11149.51407,15800.50144,7884450.22,5563607.52,499
REV0000557,PRD44651,Electronics, Aba,12-04-24,15638.88973,20155.87188,4514915.3,3503111.3,224
REV0000575,PRD18877,Books & Media,Aba ,14-04-24,2294.64537,3473.778482,2768601.45,1828832.36,797
 REV0000582 ,Prd54110,Baby & Kids,Jos,04-04-24,1329.558093,1676.847669,,627551.42,472
REV0000584,PRD66798,Sports & Outdoors,Onitsha,10-04-24,1602.537088,2376.075345,1240311.33,836524.36,522
REV0000587,PRD60945,Sports & Outdoors,Onitsha,11-04-24,6665.326638,9621.396496,6754220.34,4679059.3,702
REV0000593,PRD68800,Beauty & Personal Care,Jos,18-04-24,1249.972821,1745.504848,1497643.16,1072476.68,858
REV0000599,Prd55682,Automotive,Abeokuta,23-04-24,4180.66892,5133.037743,4753192.95,,926
REV0000601,PRD50198,Sports & Outdoors,Calabar,07-04-24,13852.76493,16594.57238,7816043.59,,471
REV0000608,PRD11335,Fashion,Kano,21-04-24,941.9089235,1264.55999,1256972.63,936257.47,994
REV0000636,PRD60996,Health,Ilorin,30-04-24,2106.133813,3430.205061,3382182.19,2076647.94,986
rev0000643,PRD58921,Electronics,Warri,08-04-24,3064.023425,3850.286107,3372850.63,,876
REV0000660,PRD23020,Automotive,Aba,06-04-24,2491.931766,3444.309358,1501718.88,1086482.25,436
REV0000661,PRD78439,Groceries,Enugu,02-04-24,5103.9226,7835.931522,3706395.61,2414155.39,473
REV0000668,PRD97450,Baby & Kids,Abuja,29-04-24,781.0128165,1214.139731,767336.31,493600.1,632
REV0000692,PRD54467,Baby & Kids,Warri,08-04-24,8213.005152,12369.0376,,3252350.04,396
REV0000702,PRD60674,Groceries,Benin City,28-04-24,7976.585325,11547.78788,8002617,5527773.63,693
REV0000710,PRD59696,Home & Living,Onitsha,22-04-24,5034.077141,7103.166471,6783523.98,4807543.67,955
REV0000713,PRD26248,Sports & Outdoors,Kano,15-04-24,85308.35393,109047.8305,6106678.51,4777267.82,56
REV0000729,PRD70876,Automotive,Calabar,16-04-24,2506.232533,3193.774083,1462748.53,,458
REV0000751,PRD27229,Automotive,Onitsha,13-04-24,11443.99725,15629.27192,7392645.62,5413010.7,473
REV0000756,PRD47978,Automotive,Jos,24-04-24,4932.2226,6522.49652,,1233055.65,250
REV0000765,PRD80610,Sports & Outdoors,ABA,11-04-24,6153.060468,8066.62459,,4731703.5,769
REV0000770,PRD95878,Automotive,Jos,11-04-24,6433.85685,9365.11777,5291291.54,3635129.12,565
REV0000777,PRD80226,Health,Enugu,05-04-24,10559.64502,16976.95835,,,526
REV0000782,PRD59195,Health ,Calabar,27-04-24,252.737585,345.7114966,203278.36,148609.7,588
REV0000785,PRD64881,Health,ibadan,26-04-24,22271.74364,29634.25364,2607814.32,1959913.44,88
REV0000789,PRD14156,Electronics, Aba ,28-04-24,24261.25333,30236.70844,,4512593.12,186
REV0000790, PRD12369,Sports & Outdoors,Enugu,18-04-24,18871.13115,23032.11413,7807886.69,6397313.46,339
REV0000793,PRD31727,Home & Living,IBADAN,27-04-24,58626.29258,79811.76129,2474164.6,1817415.07,31
REV0000798,PRD82572,Home & Living,Warri,22-04-24,71091.50367,83656.56918,,3483483.68,49
REV0000816, PRD24642,Sports & Outdoors,Abuja,29-04-24,7215.398031,11818.28243,,2345004.36,325
REV0000824,PRD99678,Books & Media,Ibadan,10-04-24,3995.939385,5140.442275,2508535.83,1950018.42,488
REV0000838,PRD90671,Fashion,Jos,29-04-24,5853.698292,8625.481439,,5004912.04,855
REV0000865,PRD71282,Books & Media,Kano,06-04-24,867.6282294,1265.071397,507293.63,347918.92,401
REV0000883,PRD13918, Sports & Outdoors ,Abuja,25-04-24,13401.88054,16643.41017,,,579
REV0000890,PRD19571,Beauty & Personal Care,Calabar,15-04-24,14006.82259,21266.07654,5167656.6,3403657.89,243
REV0000891,PRD42743,Home & Living,Calabar,13-04-24,3164.603652,4833.603113,4393745.23,2876624.72,909
REV0000904,PRD30180,Automotive,Aba,17-04-24,2234.163117,2763.077313,,2028620.11,908
REV0000930,PRD22423,Groceries,Benin City,12-04-24,85.92561458,136.1809583,130733.72,82488.59,960
REV0000948,PRD65599,Beauty & Personal Care,Port Harcourt,05-04-24,6117.95313,8522.148574,5854716.07,4203033.8,687
REV0000969,PRD56246,Health, Kano,04-04-24,30559.09675,45707.10732,7176015.85,4797778.19,157
REV0000975,PRD71997,Books & Media,Kano,29-04-24,2262.62719,2899.433223,1052494.26,821333.67,363
REV0000985,PRD51924,Automotive,Calabar,10-04-24,768.6110888,917.8121538,775551.27,649476.37,845
REV0000988,PRD55077,Beauty & Personal Care,Enugu,01-04-24,95452.30019,113815.1356,6146017.32,5154424.21,54
REV0001009,PRD92220,Automotive,Ibadan,16-04-24,4259.167826,6984.578261,2249034.2,1371452.04,322
rev0001012,PRD93725,Beauty & Personal Care,Calabar,09-04-24,44312.19263,54187.20681,8669953.09,7089950.82,160
REV0001016,PRD76995,Health, Jos ,20-04-24,4427.989253,7304.548895,,4326145.5,977
REV0001031,PRD21085,Automotive,Port Harcourt,21-04-24,14021.43636,21299.93522,9883169.94,6505946.47,464
REV0001038,PRD12202,Health,Port Harcourt,04-04-24,5455.332942,8804.163266,8707317.47,5395324.28,989
REV0001041,PRD51922,Sports & Outdoors,JOS,07-04-24,8421.841694,11679.05395,1448202.69,1044308.37,124
REV0001045, PRD48819 ,Sports & Outdoors ,Kaduna,28-04-24,79544.67118,126319.2739,6442282.97,4056778.23,51
REV0001057,PRD65015,Home & Living,Benin City,01-04-24,5903.936053,9755.946876,9492536.31,5744529.78,973
REV0001069,Prd23760,Health,Benin City,02-04-24,5869.660256,7398.691559,,5722918.75,975
REV0001074,PRD58180,Baby & Kids,Enugu,12-04-24,6096.21015,7565.484361,4024837.68,3243183.8,532
REV0001076,prd86280,Home & Living,Warri,20-04-24,8132.197214,9729.393127,3142593.98,2626699.7,323
REV0001077,PRD29104,Baby & Kids,Calabar,21-04-24,4188.759925,5119.465544,3435161.38,2810657.91,671
REV0001079,PRD19576,Fashion,Lagos,16-04-24,3521.523861,4346.414545,3490170.88,2827783.66,803
REV0001111, PRD37683 ,Health,Jos,01-04-24,8759.704724,12074.51807,7208487.29,5229543.72,597
REV0001120,PRD45355,Fashion,Calabar,26-04-24,19047.09906,26128.18575,9458403.24,,362
REV0001126,PRD59386,Books & Media ,Port Harcourt,28-04-24,377.4850909,610.5140364,167891.36,103808.4,275
REV0001142,PRD44471,Beauty & Personal Care,Benin City,26-04-24,286.7305628,386.1176382,,285296.91,995
REV0001183,PRD34801,Baby & Kids,Calabar,02-04-24,23534.36233,38200.52335,6723292.11,4142047.77,176
REV0001184,PRD52378,Home & Living,Ilorin,13-04-24,8942.452929,11269.64282,3155499.99,2503886.82,280
REV0001189,Prd95255,Electronics,Calabar,25-04-24,774.7464685,1172.471049,670653.44,,572
REV0001215,PRD77465,Beauty & Personal Care,Kaduna,13-04-24,14148.62601,21332.19726,,6140503.69,434
REV0001216,PRD97636,Baby & Kids,Onitsha,14-04-24,27645.145,36602.23714,5124313.2,,140
REV0001245,prd86266,Health,Ilorin,25-04-24,12232.54351,17808.13461,5484905.46,3767623.4,308
REV0001247,PRD49901,Automotive,Abuja,30-04-24,7743.724231,9416.374538,1224128.69,1006684.15,130
REV0001251,PRD12320,Fashion,Aba,27-04-24,2171.424245,3049.945274,2787649.98,1984681.76,914
REV0001253,PRD76258,Fashion,Kaduna,11-04-24,8047.687821,12521.74569,7813569.31,,624
 REV0001260, PRD56777 ,Fashion,Abuja,28-04-24,6040.076566,7694.987416,4347667.89,3412643.26,565
REV0001264,PRD13328,Groceries,Port Harcourt,27-04-24,6616.557092,8954.791893,8560781.05,6325428.58,956
REV0001277,PRD24152,Books & Media,Lagos,05-04-24,11936.92291,18573.37841,6760709.74,4345039.94,364
REV0001282,PRD47341 ,Automotive,Onitsha,13-04-24,8404.536124,11333.38767,8772042.06,6505110.96,774
REV0001286,PRD64306,Automotive,Kano,05-04-24,17234.33381,27090.40857,1706695.74,,63
REV0001290,PRD73557,Sports & Outdoors,Warri,28-04-24,239.6728466,331.1079517,315214.77,228168.55,952
REV0001325,PRD35456,Home & Living,Abuja,01-04-24,8507.079661,10239.56473,,4262046.91,501
REV0001329,PRD81149,HEALTH,Warri,02-04-24,8531.343765,12488.08629,8491898.68,5801313.76,680
REV0001332 ,PRD19746 ,Groceries,Warri,21-04-24,25694.63492,38259.49574,7537120.66,,197
REV0001350,PRD14037 ,Sports & Outdoors ,Kano,11-04-24,5063.026263,7839.881253,7510606.24,4850379.16,958
REV0001358,PRD58582,Beauty & Personal Care,Kano,05-04-24,9413.877997,11757.24007,,7003925.23,744
REV0001362,PRD73307,Beauty & Personal Care,Abeokuta,07-04-24,2390.278908,2950.424156,2080049.03,1685146.63,705
 REV0001373,PRD34649,Books & Media,Jos,08-04-24,198314.5068,240354.0871,6729914.44,5552806.19,28
REV0001390,PRD30038,Sports & Outdoors,Benin City,23-04-24,6735.568293,8589.587002,5385671.05,,627
REV0001397,PRD29266,Sports & Outdoors,Kano,27-04-24,8853.301094,11278.16082,9484933.25,7445626.22,841
Rev0001398,PRD18615,Electronics,Enugu,05-04-24,2449.156137,3829.168124,3756413.93,2402622.17,981
REV0001402 ,PRD24087,Electronics,Abuja,14-04-24,7678.742511,11668.75756,5297615.93,3486149.1,454
 REV0001407,PRD97366,Health,Aba,24-04-24,4082.739989,6626.82651,6076799.91,,917
REV0001413,PRD12904,Books & Media, Jos,15-04-24,4224.956893,5773.199525,,3113793.23,737
REV0001424 ,PRD57214,Automotive,Enugu,29-04-24,1976.277204,2519.514927,,1901178.67,962
REV0001428,PRD56058,Electronics,Abeokuta,25-04-24,10953.0062,14666.76655,8462724.3,,577
REV0001430,PRD73324,Electronics,Port Harcourt,10-04-24,2730.833948,3818.581245,3066320.74,2192859.66,803
 REV0001431 ,PRD33462,Health, Port Harcourt,20-04-24,1729.914345,2401.192772,641118.47,461887.13,267
 REV0001444 ,prd33246,automotive,Kano,10-04-24,10118.44109,14119.66286,7892891.54,5656208.57,559
REV0001449,PRD36960,Groceries,Abeokuta,03-04-24,4577.396724,6539.008793,,265489.01,58
REV0001465,PRD97075,Books & Media,Enugu,15-04-24,1654.510483,2717.218798,2532447.92,,932
REV0001476,PRD29832,Baby & Kids,Enugu,17-04-24,31686.15106,40497.15675,4981150.28,3897396.58,123
REV0001508,PRD22465,Electronics,Jos,04-04-24,3911.079459,6441.530064,5005068.86,3038908.74,777
REV0001519,PRD11869,Baby & Kids,Benin City,07-04-24,470.2626999,607.7082962,,358810.44,763
REV0001520,PRD72849 ,HEALTH,Port Harcourt ,25-04-24,1630.761224,2651.690198,2405083.01,1479100.43,907
REV0001522,PRD23347,health,Abeokuta,05-04-24,13983.51764,18483.14995,,5215852.08,373
REV0001537,PRD50931 ,Fashion,Lagos,04-04-24,17807.82096,27798.7194,2307293.71,,83
REV0001543,PRD39280,Home & Living,Enugu,07-04-24,4279.229881,5715.340297,1926069.68,1442100.47,337
REV0001552,PRD83072,Electronics,Enugu,12-04-24,5720.041132,6762.914088,5674084.92,4799114.51,839
REV0001568,PRD65142,Baby & Kids,Enugu,06-04-24,80053.33233,119867.4232,7192045.39,4803199.94,60
REV0001605,PRD47868,Books & Media,Onitsha,11-04-24,6324.311287,9565.561752,8025506.31,5306097.17,839
REV0001610,PRD37976,Automotive,Kaduna,19-04-24,6623.766357,10873.44833,9612128.32,5855409.46,884
REV0001612 ,PRD61860,groceries,Kaduna,15-04-24,5194.45639,7227.881333,,4129592.83,795
REV0001628,PRD77806,Health,Aba,30-04-24,239592.157,378452.989,7569059.78,4791843.14,20
REV0001635,PRD45445,Beauty & Personal Care,Enugu,11-04-24,39452.85958,53813.73951,,5602306.06,142
REV0001637,PRD38969,Electronics,Port Harcourt,22-04-24,10281.45232,14483.54037,9501202.48,6744632.72,656
 REV0001638 ,PRD38340,Home & Living,Aba,03-04-24,4340.208659,5454.088046,3823315.72,3042486.27,701
REV0001641,PRD47976,Baby & Kids,Ibadan,20-04-24,10149.72881,13953.8285,7632744.19,5551901.66,547
REV0001643,PRD19139,Fashion,Ilorin,18-04-24,55864.90947,68800.68427,5160051.32,4189868.21,75
REV0001648,PRD45855,Automotive,Ilorin,17-04-24,1093.542584,1548.941403,1390949.38,982001.24,898
REV0001649,PRD95376,Beauty & Personal Care,Calabar,01-04-24,25302.81921,29908.25845,,7666754.22,303
REV0001652,PRD89989,Fashion,Kaduna,18-04-24,11049.74356,18002.75163,,1149173.33,104
REV0001659,PRD37086 ,Electronics,Calabar,17-04-24,7331.186591,10192.68356,2690868.46,1935433.26,264
rev0001671,PRD95288,Books & Media,Onitsha,25-04-24,17816.97306,24302.10038,8335620.43,6111221.76,343
REV0001680,PRD69374,Home & Living,Calabar,15-04-24,9733.699391,14106.30437,3935658.92,2715702.13,279
REV0001704, PRD23484 ,Home & Living,Aba,21-04-24,6890.609458,10614.04393,3131142.96,2032729.79,295
REV0001713,PRD81525,Health,Abuja,28-04-24,4474.989799,7398.548918,,4219915.38,943
REV0001728,PRD32955,Baby & Kids,Enugu,07-04-24,4464.59441,6160.446803,5587525.25,4049387.13,907
REV0001729,PRD65289,Health,Enugu,09-04-24,10296.88406,15921.34081,8040277.11,5199926.45,505
REV0001733,PRD93794,Groceries,Kano,07-04-24,15449.17605,20897.65367,8150084.93,6025178.66,390
REV0001738, PRD19349 ,Sports & Outdoors,Ilorin,19-04-24,36147.6335,46226.85541,7257616.3,5675178.46,157
REV0001740,PRD80187,Baby & Kids,Kaduna,19-04-24,55827.52826,67134.54616,5773570.97,4801167.43,86
 REV0001746,PRD62821,Home & Living,Ibadan,25-04-24,65730.6394,89525.3996,4476269.98,3286531.97,50
REV0001754,PRD97762,Baby & Kids,Lagos,03-04-24,2663.925468,3261.67508,,2333598.71,876
REV0001757,PRD34927,Groceries,Warri,19-04-24,9823.139915,13575.4521,6394037.94,4626698.9,471
REV0001763,PRD39598, Home & Living,Port Harcourt,05-04-24,8254.811948,10160.49632,8605940.38,,847
REV0001782,PRD77856,Books & Media,Warri,06-04-24,2502.714853,3967.319322,2689842.5,1696840.67,678
Rev0001815,PRD71138,Home & Living,Abuja,23-04-24,4041.537926,6418.082308,1919006.61,1208419.84,299
REV0001818,prd15133,Health,Ibadan,05-04-24,2600.704481,3172.420801,2138211.62,,674
REV0001823, PRD85472,Home & Living,Aba,26-04-24,2333.627608,3625.957235,3593323.62,2312624.96,991
REV0001830,PRD11332,Beauty & Personal Care,Aba,21-04-24,10441.57752,13964.61118,6744907.2,5043281.94,483
REV0001834,Prd92068,Fashion,lagos,15-04-24,19989.44656,25962.56792,6724305.09,5177266.66,259
REV0001838,PRD95086,Fashion,Port Harcourt,01-04-24,6216.931936,9523.109926,7723242.15,5041931.8,811
REV0001856, PRD41316,Baby & Kids,Abuja,25-04-24,7024.847012,9626.264035,8731021.48,6371536.24,907
REV0001859,PRD13477,Electronics,Lagos,22-04-24,9120.924517,10909.46552,5651103.14,4724638.9,518
REV0001869,PRD92701,Baby & Kids,Calabar,22-04-24,10461.36053,16440.36709,,4498385.03,430
 REV0001875 ,PRD34639,Books & Media,Jos ,01-04-24,33644.3199,46480.82455,4694563.28,3398076.31,101
REV0001890,PRD35899,Sports & Outdoors,Benin City,14-04-24,15635.45269,18823.42173,7491721.85,6222910.17,398
REV0001891,PRD24101, Sports & Outdoors ,Calabar,05-04-24,3146.867022,4572.004688,2487170.55,1711895.66,544
REV0001892,PRD32964,Health,Benin City,04-04-24,4259.011166,5321.436199,4017684.33,,755
REV0001920,PRD35058,Home & Living,Abuja,06-04-24,690.2894118,1009.468775,617794.89,422457.12,612
REV0001921,PRD69944,Sports & Outdoors,Warri,04-04-24,12077.28573,16754.06121,5528840.2,3985504.29,330
REV0001923,PRD70387,Automotive,Kaduna,19-04-24,20216.77341,31716.93818,5582181.12,3558152.12,176
REV0001927,PRD16463,BOOKS & MEDIA,Calabar,06-04-24,23139.70292,28799.53175,3455943.81,2776764.35,120
 REV0001928,PRD34853,Fashion,abuja,23-04-24,8444.992062,13799.89668,8900933.36,5447019.88,645
REV0001958,PRD98008,Beauty & Personal Care,Jos,11-04-24,9245.255957,13200.28194,5517717.85,3864516.99,418
REV0001963,PRD44159,Fashion,Warri,05-04-24,2237.595645,2839.387364,2510018.43,,884
REV0001970,PRD80388,Home & Living,Aba,13-04-24,73161.79,95830.91214,2683265.54,2048530.12,28
REV0001984,PRD93354,Electronics,Abeokuta,27-04-24,211.0089644,261.6279176,,189486.05,898
REV0001985,PRD93686,Baby & Kids,Warri,21-04-24,18423.65723,28824.36985,7897877.34,5048082.08,274
REV0002002,PRD34066,Automotive,Ilorin,21-04-24,3498.872937,5747.665582,4540655.81,2764109.62,790
REV0002013,PRD94164,Fashion,Onitsha,30-04-24,10763.67223,17804.35328,7121741.31,4305468.89,400
REV0002017,PRD58598,Health,Enugu,20-04-24,2436.857798,3032.924116,2726598.78,2190735.16,899
REV0002038,PRD20463,Sports & Outdoors,Abuja,01-04-24,17780.24575,21126.83644,8197212.54,6898735.35,388
REV0002044, PRD92997 ,Beauty & Personal Care,Aba,11-04-24,49213.52871,65515.78776,5568841.96,4183149.94,85
REV0002047,PRD63832,SPORTS & OUTDOORS,Kano,29-04-24,3556.963543,5650.476395,4576885.88,2881140.47,810
REV0002050,PRD40356,Automotive,Abuja,06-04-24,2067.219644,3032.700436,2641482.08,1800548.31,871
REV0002059,PRD14898,Books & Media,Ilorin,16-04-24,5302.673695,7057.060354,5786789.49,,820
REV0002075,PRD46478,Beauty & Personal Care,Jos,10-04-24,2205.693174,3204.528174,737041.48,507309.43,230
REV0002093,PRD43636,Groceries,Warri,13-04-24,16024.99888,21326.43832,9149042.04,6874724.52,429
REV0002099,PRD41327,Fashion,Aba,06-04-24,26340.80356,33435.04924,,5926680.8,225
REV0002109,PRD47720,Health,Ibadan,11-04-24,14898.35358,18683.03318,9976739.72,7955720.81,534
REV0002111, PRD39032 ,Fashion,Calabar,20-04-24,6286.269612,7935.500055,,4532400.39,721
REV0002119,PRD86196,Electronics,Ibadan,04-04-24,9964.604849,11863.01789,6287399.48,5281240.57,530
REV0002120,PRD63876,Health, Enugu,01-04-24,19419.868,30235.62405,6500659.17,,215
Rev0002125,PRD92479,Groceries,Ilorin,29-04-24,576.6462571,688.6630057,364302.73,305045.87,529
REV0002129,PRD36498,Automotive, Jos,01-04-24,10725.52615,13789.48378,8728743.23,6789258.05,633
REV0002133,PRD19961,Baby & Kids,Ilorin,02-04-24,11682.64681,16048.56851,9613092.54,6997905.44,599
rev0002159,PRD90521,Sports & Outdoors,Ibadan,11-04-24,779.5541189,920.4492432,851415.55,721087.56,925
REV0002163,PRD80678 ,BEAUTY & PERSONAL CARE,Onitsha,14-04-24,16802.0053,27347.61951,9434928.73,5796691.83,345
REV0002173,PRD47941,Automotive,Ibadan,03-04-24,5632.752266,9056.599505,3477734.21,,384
REV0002178,PRD43234,Baby & Kids,Benin City,22-04-24,6193.961002,9305.559912,8449448.4,5624116.59,908
REV0002202,PRD83032,Electronics,Ilorin,27-04-24,5934.834243,7896.417472,6309237.56,4741932.56,799
 REV0002229,PRD50514,Home & Living,Kano,14-04-24,9163.851293,11293.24528,8300535.28,6735430.7,735
REV0002230,PRD60221,Electronics,Jos,17-04-24,6645.177087,7968.675601,,4425687.94,666
REV0002235,PRD74631,Electronics,Aba,08-04-24,3259.339368,4000.865258,,1958862.96,601
REV0002237,PRD41502,Books & Media,Abuja,01-04-24,12072.64291,16796.9653,3930489.88,2824998.44,234
REV0002261,PRD49029,BOOKS & MEDIA,Abeokuta,01-04-24,4824.214568,5801.976435,2082909.54,1731893.03,359
REV0002303,PRD59699,Baby & Kids,Warri,25-04-24,5490.407752,6478.407888,4755151.39,4029959.29,734
REV0002315,PRD99028,Health,Kano,29-04-24,12495.15048,20203.28022,4586144.61,2836399.16,227
REV0002329,PRD96374,Health,benin city,30-04-24,15496.37389,21100.02873,8629911.75,6338016.92,409
REV0002331,PRD38420,Sports & Outdoors,Warri,03-04-24,2359.562779,2984.862916,1095444.69,865959.54,367
REV0002334,PRD50055,Groceries,Onitsha,09-04-24,10065.41685,12001.64685,4872668.62,4086559.24,406
REV0002337,PRD43999,Electronics,Ilorin,10-04-24,2456.585417,3308.959278,,2417280.05,984
REV0002341,PRD19516,Beauty & Personal Care,Port Harcourt,10-04-24,6037.224696,9444.55456,,4461509.05,739
REV0002344,PRD65962,Automotive,Lagos,20-04-24,8060.640656,10415.74645,,,183
REV0002359,PRD67529,Baby & Kids,Port Harcourt,27-04-24,9979.086087,12533.43843,1441345.42,1147594.9,115
REV0002365,PRD96070,Automotive,Kano,14-04-24,10124.52817,13304.39148,4576710.67,3482837.69,344
 REV0002373,PRD26616,Home & Living,Port Harcourt,04-04-24,5315.528239,8489.822935,4193972.53,2625870.95,494
REV0002376,PRD72119,Electronics,Ilorin,22-04-24,33001.98831,42059.56143,9715758.69,7623459.3,231
REV0002379,PRD22006,Groceries,Port Harcourt,08-04-24,2984.6413,4627.031439,4307766.27,2778701.05,931
REV0002382,PRD78029,Fashion,Benin City,04-04-24,25095.02249,38490.52478,,5244859.7,209
REV0002394,PRD99924,Health,Abuja,25-04-24,8236.607336,11178.52846,9021072.47,6646942.12,807
REV0002403,PRD98201,Groceries,Abuja,04-04-24,57132.83659,86330.63761,7597096.11,5027689.62,88
REV0002417,PRD11487,Fashion,Aba,19-04-24,4208.978533,5262.519011,4841517.49,3872260.25,920
REV0002425,PRD21830,Automotive ,Kaduna,12-04-24,5076.879277,7950.30049,,4350885.54,857
REV0002430,PRD14296,Books & Media,Aba,21-04-24,10402.02233,14547.03527,9862889.91,7052571.14,678
