record_id,product_id,category,city,date,Unit_Cost_ngn,Unit_Price_ngn,revenue_ngn,cost_ngn,units_sold
REV0000928,PRD59235,Fashion,Aba,04-05-24,19082.92572,30622.01134,9799043.63,6106536.23,320
REV0000931,PRD96482,Automotive,Port Harcourt,26-05-24,722.0930751,1145.238355,960854.98,605836.09,839
REV0000937,PRD91865,Baby & Kids,Kaduna,13-05-24,31235.34073,41948.5817,6921515.98,5153831.22,165
REV0000940,PRD90095, Groceries ,Kano,12-05-24,4068.42838,5717.938596,3705224.21,2636341.59,648
REV0000949,PRD32252,Automotive,Calabar,14-05-24,5996.93286,9377.199535,8064391.6,5157362.26,860
 REV0000954 ,PRD62794,Groceries,Abuja,28-05-24,73708.29255,99085.74345,5449715.89,4053956.09,55
REV0000970 ,PRD78455,Baby & Kids,Abeokuta,12-05-24,3744.97646,5341.444764,3621499.55,2539094.04,678
REV0000977,PRD77610,BABY & KIDS,Warri,25-05-24,6643.430052,9166.718373,6985039.4,,762
REV0000978,PRD36795,Home & Living,Onitsha,15-05-24,3314.636782,4340.9466,,,547
REV0000981,PRD19306,Beauty & Personal Care,Onitsha,22-05-24,10697.43926,14220.12177,5787589.56,4353857.78,407
REV0000998,PRD54808, Electronics ,Kaduna,06-05-24,116546.2932,187225.0062,6927325.23,4312212.85,37
REV0000999,PRD86163,Automotive,Jos,06-05-24,8053.002938,10645.30422,8803666.59,,827
REV0001010, PRD62589,Health,Abeokuta,12-05-24,15858.81837,19121.58106,9732884.76,8072138.55,509
REV0001036,PRD41087,Health,Enugu,12-05-24,8371.114494,11673.56454,9350525.2,6705262.71,801
REV0001039,PRD11993,Groceries,Benin City,04-05-24,9398.744222,12992.86949,6678334.92,4830954.53,514
REV0001051,PRD78889,Baby & Kids,Port Harcourt,06-05-24,11689.32525,18385.51075,6159146.1,,335
REV0001065,PRD33282,Fashion,Benin City,13-05-24,1698.174662,2245.071165,1560324.46,1180231.39,695
REV0001073,PRD15800,Fashion,Enugu,12-05-24,19893.95034,24798.08649,9398474.78,7539807.18,379
REV0001078,PRD44252,Beauty & Personal Care,ibadan,18-05-24,1374.237093,2238.850881,1016438.3,623903.64,454
REV0001087,PRD86891,Home & Living,ABUJA,20-05-24,6102.183465,7768.271749,2353786.34,1848961.59,303
REV0001098,PRD97659, Automotive,Benin City,26-05-24,1617.289507,2159.541634,,1474968.03,912
REV0001101 ,PRD55756,Electronics,Jos,04-05-24,16523.43025,19487.69146,9354091.9,7931246.52,480
REV0001104,prd38431,Beauty & Personal Care,Calabar,08-05-24,15106.42389,18166.50904,5086622.53,4229798.69,280
REV0001108,PRD89803 ,Sports & Outdoors,Kaduna,14-05-24,4223.284264,6608.156918,5702839.42,,863
REV0001113,PRD30282,Books & Media, Kaduna ,03-05-24,5122.414025,7923.473432,6948886.2,4492357.1,877
REV0001153,PRD25439,Books & Media,LAGOS,01-05-24,3341.413316,4578.766671,,2609643.8,781
REV0001162,PRD38316,Baby & Kids,Ibadan,17-05-24,38431.44988,52426.58826,,3305104.69,86
REV0001163,Prd63325,Beauty & Personal Care,Enugu ,09-05-24,57570.59853,79020.92705,,5469206.86,95
REV0001171,PRD82025,Health,Kaduna,14-05-24,47431.00363,66507.95911,8246986.93,,124
REV0001177,PRD87420,Groceries,Kano,12-05-24,14349.50152,22418.00096,3990404.17,2554211.27,178
REV0001182,Prd70639,Books & Media,Jos,04-05-24,13922.40621,16686.73834,5022708.24,4190644.27,301
REV0001193,PRD14922,Baby & Kids, Kano,16-05-24,4829.584059,7958.225522,,4259693.14,882
REV0001218,PRD65768,Electronics,Aba,30-05-24,2047.338174,3187.805602,2304783.45,1480225.5,723
REV0001220,PRD39724,Sports & Outdoors ,Onitsha,26-05-24,3812.502027,4788.025844,4227826.82,3366439.29,883
REV0001222,PRD34839,Groceries,Warri,02-05-24,150897.5373,186789.1422,6911198.26,,37
REV0001228, PRD67921,Home & Living,Kano,17-05-24,280040.072,458469.1,9169382,5600801.44,20
REV0001230,PRD18681,Groceries ,Aba,24-05-24,13035.40968,16637.40389,4741660.11,3715091.76,285
REV0001234,PRD85336, Home & Living,Kano,24-05-24,68723.07508,95637.39869,5833881.32,4192107.58,61
REV0001250,PRD51571,Beauty & Personal Care,Ibadan,10-05-24,23296.78512,27671.72114,8273844.62,6965738.75,299
REV0001254,PRD78427,ELECTRONICS,Enugu,31-05-24,15783.33633,19780.83398,3877043.46,3093533.92,196
 REV0001255, PRD63810 ,GROCERIES, Jos,15-05-24,4078.668407,5967.803363,,2765337.18,678
REV0001256,PRD11890,Baby & Kids,Ibadan,27-05-24,3343.856009,4715.191249,4418134.2,3133193.08,937
rev0001279,PRD82933,Beauty & Personal Care,Enugu,11-05-24,7176.45232,9243.352144,,,849
REV0001288,PRD65522,Beauty & Personal Care,Abuja,22-05-24,585.2542587,742.6452035,510939.9,,688
REV0001297,PRD71791,Automotive,Port Harcourt ,30-05-24,2708.566339,3852.526954,2820049.73,1982670.56,732
REV0001310,PRD73283,Sports & Outdoors,Port Harcourt,08-05-24,85908.09143,109347.7524,6888908.4,,63
Rev0001322,PRD16457,Fashion,Kaduna,20-05-24,15684.78525,19305.50461,9382475.24,,486
Rev0001330,PRD81908,Sports & Outdoors,Kano,18-05-24,5013.851526,7827.264251,2872605.98,1840083.51,367
REV0001342,PRD28558,Sports & Outdoors,Warri,18-05-24,3904.637782,5006.604812,4130448.97,3221326.17,825
REV0001345,PRD57723,Groceries,Kaduna,22-05-24,17656.87156,23771.07526,8676442.47,6444758.12,365
REV0001352,PRD75351, Beauty & Personal Care,Enugu,18-05-24,6518.907981,10539.29662,9864781.64,6101697.87,936
REV0001363,PRD59965,Baby & Kids,Lagos,01-05-24,37469.2939,50846.91237,2999967.83,2210688.34,59
 REV0001365 ,PRD53791,Groceries,Calabar ,11-05-24,17287.22013,20585.59808,9428203.92,7917546.82,458
REV0001368,PRD73950,Fashion,KADUNA,28-05-24,2934.550446,4192.496688,1974665.94,1382173.26,471
 REV0001369,PRD81734,Sports & Outdoors,Enugu,17-05-24,6275.249124,7631.280943,,4725262.59,753
rev0001376,PRD86604,Sports & Outdoors ,Calabar,10-05-24,6752.255079,9065.856733,,5104704.84,756
REV0001384,PRD91521,Home & Living,Abuja,27-05-24,14564.89112,21564.66869,8884643.5,,412
REV0001387,PRD24202,Home & Living,Warri,31-05-24,9666.208933,12323.66378,7505111.24,,609
REV0001393,PRD37305,Sports & Outdoors,enugu,24-05-24,5537.269667,8259.661214,3469057.71,2325653.26,420
REV0001403,PRD14093,Fashion,Lagos,31-05-24,5148.178696,7163.260435,494264.97,355224.33,69
REV0001406,PRD78952,Books & Media,Calabar,23-05-24,4775.576866,6205.216716,415749.52,319963.65,67
REV0001411,PRD87535,Groceries,Kano,22-05-24,4716.066671,7080.009689,5232127.16,3485173.27,739
REV0001412,PRD52472,Automotive,Jos,17-05-24,3292.439777,4877.700279,873108.35,589346.72,179
REV0001454, PRD78582,Electronics,Enugu,10-05-24,17442.64743,20583.17305,8233269.22,6977058.97,400
REV0001462,PRD74989,Electronics,Abuja,21-05-24,15901.91442,18813.22943,9914571.91,8380308.9,527
REV0001463,PRD37222,Electronics,Jos,19-05-24,10730.13242,16276.40954,6380352.54,4206211.91,392
REV0001466,PRD51763,Home & Living,Ilorin,22-05-24,6545.08838,9281.124249,,5576415.3,852
 REV0001480 ,PRD10940,Sports & Outdoors,Kano,19-05-24,6324.970246,8062.381107,3934441.98,3086585.48,488
REV0001482,PRD14147,Sports & Outdoors,Onitsha,15-05-24,734.9750529,1141.877485,971737.74,625463.77,851
REV0001491, PRD18073,Books & Media,Abuja,31-05-24,7176.353333,8772.888514,,1980673.52,276
 REV0001495 , PRD28375 ,Home & Living,Aba,24-05-24,6766.688837,11019.80902,,4946449.54,731
REV0001517,PRD90437,Automotive,Lagos,02-05-24,1083.846205,1517.686551,1271821.33,908263.12,838
REV0001527,PRD42043,Groceries,ibadan,02-05-24,5344.686235,6414.067098,1635587.11,1362894.99,255
REV0001528,PRD17121,Beauty & Personal Care,Jos,25-05-24,952.2314412,1259.522206,428237.55,323758.69,340
REV0001529,PRD13369,Books & Media,Jos,13-05-24,82048.29742,105600.5403,,2543497.22,31
REV0001533,PRD42961,Fashion,Benin City,17-05-24,6195.344447,10320.67866,8215260.21,4931494.18,796
REV0001545,PRD92080,Automotive,Jos,07-05-24,19904.34516,25107.87618,9591208.7,7603459.85,382
 REV0001555 ,PRD12396,Beauty & Personal Care,Abuja,21-05-24,230.8555202,324.4662913,265088.96,188608.96,817
REV0001556,PRD18980,Health,Abuja,29-05-24,480.8815306,600.6909592,294338.57,235631.95,490
REV0001571,PRD38182,Books & Media,Aba,24-05-24,23588.96961,38281.13359,6928885.18,4269603.5,181
REV0001572,PRD61787,Health,Kaduna,29-05-24,1571.222414,2276.183153,462065.18,318958.15,203
REV0001573,PRD77826,Automotive,Calabar ,15-05-24,10623.13899,14392.50003,9930825.02,7329965.9,690
REV0001579,Prd92345,Health,Ilorin,21-05-24,6585.599597,9059.30054,8551979.71,6216806.02,944
REV0001620, PRD21890 ,Groceries,Kaduna ,30-05-24,21597.55941,28114.94934,,5528975.21,256
REV0001622,PRD41128,Sports & Outdoors,Abeokuta,26-05-24,1362.624126,1909.46819,1550488.17,,812
REV0001634,PRD46369,Fashion,Aba,08-05-24,34001.0386,42336.21087,8763595.65,7038214.99,207
REV0001645,PRD96642,Sports & Outdoors,Enugu,09-05-24,3058.22687,4456.873233,4314253.29,2960363.61,968
REV0001647,prd57846,Automotive, Warri,23-05-24,4147.603199,5056.759304,4647161.8,3811647.34,919
REV0001650,PRD63507,Electronics,Calabar,14-05-24,1446.691055,2173.11562,1647221.64,1096591.82,758
REV0001657,Prd97517,Electronics,Onitsha,25-05-24,4729.793017,7210.847162,6453708.21,4233164.75,895
REV0001662,PRD81036,Home & Living,Onitsha,23-05-24,2426.17781,3564.820816,,1783240.69,735
REV0001699,PRD42468,Books & Media,Calabar,10-05-24,13021.82043,19923.45584,4164002.27,2721560.47,209
REV0001700,PRD73239,Groceries,Benin City,23-05-24,2052.538806,3040.638382,1146320.67,,377
REV0001701, PRD52425,Fashion,Enugu,31-05-24,155170.2888,232698.8988,7446364.76,4965449.24,32
 REV0001735 ,PRD31464,Groceries ,Benin City,02-05-24,1475.334422,1852.992829,,,873
REV0001755,PRD11939,Groceries,Ilorin,31-05-24,11089.62823,14493.45823,6130732.83,4690912.74,423
REV0001771,PRD42568,Fashion,Onitsha,22-05-24,4876.851477,6372.374068,5091526.88,3896604.33,799
REV0001796, PRD77022,Health,Kaduna,01-05-24,14455.60114,23372.33711,9045094.46,5594317.64,387
REV0001802,PRD89644,Sports & Outdoors,Abeokuta,21-05-24,7201.343937,10254.54248,7526834.18,5285786.45,734
REV0001810,PRD30898,Groceries,Onitsha,06-05-24,59363.94586,88292.55828,2560484.19,1721554.43,29
REV0001824,PRD86601,Groceries,Lagos,04-05-24,5377.183562,6772.49965,4449532.27,3532809.6,657
 REV0001825,PRD11112,Sports & Outdoors,Aba,17-05-24,8302.743851,10611.576,9561029.98,7480772.21,901
 REV0001842,PRD29113,Fashion,Port Harcourt,04-05-24,8011.792092,11970.07948,7840402.06,5247723.82,655
REV0001845,PRD29479,Books & Media,Lagos,19-05-24,51557.13116,75117.31698,9690133.89,6650869.92,129
 REV0001862 ,PRD69832 ,Electronics,Enugu,04-05-24,15916.02516,18875.43415,8965831.22,7560111.95,475
REV0001867,Prd56374,Fashion,Port Harcourt,11-05-24,1185.69401,1490.01574,1248633.19,993611.58,838
REV0001879,PRD92935,Sports & Outdoors,Calabar,02-05-24,286262.6104,394223.8926,9067149.53,,23
REV0001902, PRD18147,Groceries,Port Harcourt,20-05-24,9589.497595,14713.34859,8136481.77,5302992.17,553
REV0001908,PRD67994,health,Jos,11-05-24,9217.931801,12808.88104,2702673.9,1944983.61,211
REV0001914,PRD94975,Groceries,Aba,11-05-24,4383.507898,6455.788319,2918016.32,,452
REV0001944,PRD62640,Baby & Kids,Abuja,25-05-24,29981.18019,48103.01795,7504070.8,,156
REV0001951,PRD50281,Sports & Outdoors,port harcourt,27-05-24,2230.780111,2805.516095,,,991
REV0001974,PRD12575,Sports & Outdoors,WARRI,25-05-24,19960.9701,23744.66194,,6068134.91,304
REV0001977,PRD85017,Electronics,onitsha,22-05-24,2121.935026,2902.055921,,1232844.25,581
REV0001978,PRD65720,Automotive,Aba,25-05-24,8651.987828,13851.66631,2742629.93,1713093.59,198
REV0001980,PRD13739,Groceries,Kaduna,08-05-24,6666.534686,8431.025154,7916732.62,6259876.07,939
REV0001996,PRD17296,books & media,Abuja,30-05-24,1775.679819,2297.027269,1017583.08,786626.16,443
REV0002022 ,PRD25173,Health,Abuja,16-05-24,2153.499579,2671.76078,2535500.98,2043671.1,949
REV0002026,PRD93753,Fashion,Lagos,09-05-24,2431.265917,2922.746296,2469720.62,2054419.7,845
REV0002042,PRD73675,Health,Port Harcourt,09-05-24,38085.42067,52629.8959,7052406.05,,134
 REV0002043 ,PRD53934,Beauty & Personal Care,Kaduna,27-05-24,6803.816351,10542.11072,9129467.88,5892104.96,866
REV0002045,PRD71877,Automotive,Ibadan,09-05-24,6872.11102,10585.06306,4149344.72,2693867.52,392
REV0002046,PRD77098 ,Automotive,Ibadan,14-05-24,901.7170588,1463.624588,373224.27,229937.85,255
REV0002056,PRD38423,Baby & Kids ,Jos,16-05-24,14449.88,18182.20136,400008.43,,22
REV0002060,PRD76727,Automotive,Benin City,13-05-24,7165.592601,10733.08105,9037254.24,6033428.97,842
REV0002063,PRD48872,Groceries,Port Harcourt,05-05-24,3321.675833,4034.794394,,,528
REV0002070,PRD82575,Sports & Outdoors,Calabar,19-05-24,4821.135717,7594.977609,7146873.93,4536688.71,941
REV0002076,PRD60189,Groceries,Ilorin,24-05-24,6805.381933,9117.197367,7029359.17,5246949.47,771
REV0002077,PRD24397,Home & Living,Onitsha,15-05-24,2877.155967,4448.00315,,2247058.81,781
REV0002082, PRD90948 ,Fashion,Abuja,10-05-24,1699.195675,2227.322912,1797449.59,1371250.91,807
REV0002083,PRD15277,Fashion,Kaduna,02-05-24,1081.65549,1632.028039,416167.15,275822.15,255
REV0002088,PRD62495,Baby & Kids, Benin City,15-05-24,104283.4953,146743.0315,9098067.95,6465576.71,62
REV0002122,PRD48213,Books & Media,Jos,10-05-24,5051.957352,6413.072571,2494685.23,1965211.41,389
REV0002146,PRD12896,Electronics,Warri,26-05-24,9984.653074,15269.24371,8840892.11,5781114.13,579
rev0002151,prd13161,Baby & Kids,ABUJA,21-05-24,4626.615706,6360.823594,,3965009.66,857
REV0002152,PRD73605,Sports & Outdoors,Abeokuta,21-05-24,25902.83284,30880.7706,6207034.89,5206469.4,201
REV0002161,PRD52876,Baby & Kids,Port Harcourt,19-05-24,2840.868412,4396.63956,2796262.76,1806792.31,636
REV0002168,PRD39218,Fashion,Onitsha,07-05-24,526.446925,801.1019695,630467.25,414313.73,787
REV0002180,PRD44899,Home & Living,Abeokuta,11-05-24,32292.4,49125.17301,6681023.53,4391766.4,136
REV0002210,PRD41099,Home & Living,Jos,11-05-24,5683.876351,7778.11277,1151160.69,841213.7,148
REV0002213,PRD47696,Groceries,Benin City,06-05-24,57831.89576,91138.50659,,4915711.14,85
REV0002215,PRD60857,Beauty & Personal Care,Abuja ,23-05-24,1977.124284,2796.47205,,1726029.5,873
REV0002228,PRD42116,Automotive,Ibadan,17-05-24,6490.16778,8782.882533,5339992.58,3946022.01,608
REV0002241,PRD60526,Books & Media ,Benin City,05-05-24,20444.35704,32203.05798,9886338.8,6276417.61,307
REV0002242,PRD45403,Fashion,Abuja,03-05-24,4797.255071,7949.451672,7321444.99,4418271.92,921
REV0002244,PRD70126,Sports & Outdoors,Calabar,08-05-24,3204.870554,5007.256392,4246153.42,,848
REV0002245,PRD21161,Home & Living,Calabar,30-05-24,14646.37318,20827.4911,,2533822.56,173
REV0002265,PRD97226,Health ,Aba,23-05-24,14803.47649,19713.09351,1517908.2,,77
REV0002275,PRD45472, Home & Living,Benin City,04-05-24,3622.565858,5253.504421,3766762.67,2597379.72,717
REV0002286,PRD52055,Beauty & Personal Care,Warri,18-05-24,7044.481154,11235.2846,8179287.19,,728
REV0002297,PRD70633,Electronics,Lagos,27-05-24,73230.75571,115142.5871,7253982.99,4613537.61,63
REV0002318,PRD52967,Automotive,Warri,01-05-24,6107.011052,8993.685632,8463058.18,5746697.4,941
REV0002320,PRD49537,Fashion,Abeokuta,14-05-24,13609.94305,16253.03561,1332748.92,1116015.33,82
REV0002321,PRD52660,Beauty & Personal Care,BENIN CITY,05-05-24,5278.546342,6354.262203,5941235.16,4935440.83,935
Rev0002322,PRD90951 ,Baby & Kids,Jos,10-05-24,3493.861244,4727.986725,4562507.19,,965
REV0002325,PRD89562,Electronics,Abuja,28-05-24,232.7589064,311.8181598,,221353.72,951
REV0002327,PRD46899,Books & Media,Abeokuta,04-05-24,4009.708475,5737.025425,3648748.17,2550174.59,636
REV0002336,PRD73832,Fashion,Calabar,26-05-24,2549.137497,3755.765512,3706940.56,2515998.71,987
REV0002362,PRD37532,Groceries ,Lagos,23-05-24,12515.10054,16920.50276,5329958.37,,315
REV0002368,PRD29371,Health,Calabar ,10-05-24,83235.51433,105308.4403,,2497065.43,30
REV0002372,PRD41175,Electronics, Calabar,15-05-24,1661.299817,2382.342844,,181081.68,109
REV0002386,PRD79926,Electronics,Kano,27-05-24,2694.145345,3412.848379,,781302.15,290
